WJSpecID,Scientific,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,2010 IUCN Red List category,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc
81,Crypturellus transfasciatus,Crypturellus_transfasciatus,Paleognathae,Paleognaths,Paleognaths,Pale-browed Tinamou,bow00081,NT,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
82,Crypturellus strigulosus,Crypturellus_strigulosus,Paleognathae,Paleognaths,Paleognaths,Brazilian Tinamou,bow00082,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
83,Crypturellus boucardi,Crypturellus_boucardi,Paleognathae,Paleognaths,Paleognaths,Slaty-breasted Tinamou,bow00083,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
84,Crypturellus kerriae,Crypturellus_kerriae,Paleognathae,Paleognaths,Paleognaths,Choco Tinamou,bow00084,VU,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
85,Crypturellus erythropus,Crypturellus_erythropus,Paleognathae,Paleognaths,Paleognaths,Red-legged Tinamou,bow00085,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
87,Crypturellus duidae,Crypturellus_duidae,Paleognathae,Paleognaths,Paleognaths,Grey-legged Tinamou,bow00087,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
88,Crypturellus noctivagus,Crypturellus_noctivagus,Paleognathae,Paleognaths,Paleognaths,Yellow-legged Tinamou,bow00088,NT,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
89,Crypturellus atrocapillus,Crypturellus_atrocapillus,Paleognathae,Paleognaths,Paleognaths,Black-capped Tinamou,bow00089,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
90,Crypturellus variegatus,Crypturellus_variegatus,Paleognathae,Paleognaths,Paleognaths,Variegated Tinamou,bow00090,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
91,Crypturellus brevirostris,Crypturellus_brevirostris,Paleognathae,Paleognaths,Paleognaths,Rusty Tinamou,bow00091,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
92,Crypturellus bartletti,Crypturellus_bartletti,Paleognathae,Paleognaths,Paleognaths,Bartlett's Tinamou,bow00092,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
93,Crypturellus parvirostris,Crypturellus_parvirostris,Paleognathae,Paleognaths,Paleognaths,Small-billed Tinamou,bow00093,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
94,Crypturellus casiquiare,Crypturellus_casiquiare,Paleognathae,Paleognaths,Paleognaths,Barred Tinamou,bow00094,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
95,Crypturellus tataupa,Crypturellus_tataupa,Paleognathae,Paleognaths,Paleognaths,Tataupa Tinamou,bow00095,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
96,Rhynchotus rufescens,Rhynchotus_rufescens,Paleognathae,Paleognaths,Paleognaths,Red-winged Tinamou,bow00096,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
98,Nothoprocta taczanowskii,Nothoprocta_taczanowskii,Paleognathae,Paleognaths,Paleognaths,Taczanowski's Tinamou,bow00098,VU,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
100,Nothoprocta ornata,Nothoprocta_ornata,Paleognathae,Paleognaths,Paleognaths,Ornate Tinamou,bow00100,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
101,Nothoprocta pentlandii,Nothoprocta_pentlandii,Paleognathae,Paleognaths,Paleognaths,Andean Tinamou,bow00101,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
102,Nothoprocta cinerascens,Nothoprocta_cinerascens,Paleognathae,Paleognaths,Paleognaths,Brushland Tinamou,bow00102,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
103,Nothoprocta perdicaria,Nothoprocta_perdicaria,Paleognathae,Paleognaths,Paleognaths,Chilean Tinamou,bow00103,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
104,Nothoprocta curvirostris,Nothoprocta_curvirostris,Paleognathae,Paleognaths,Paleognaths,Curve-billed Tinamou,bow00104,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
105,Nothura darwinii,Nothura_darwinii,Paleognathae,Paleognaths,Paleognaths,Darwin's Nothura,bow00105,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
106,Nothura chacoensis,Nothura_chacoensis,Paleognathae,Paleognaths,Paleognaths,Chaco Nothura,bow00106,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
107,Nothura maculosa,Nothura_maculosa,Paleognathae,Paleognaths,Paleognaths,Spotted Nothura,bow00107,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
108,Nothura minor,Nothura_minor,Paleognathae,Paleognaths,Paleognaths,Lesser Nothura,bow00108,VU,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
109,Nothura boraquira,Nothura_boraquira,Paleognathae,Paleognaths,Paleognaths,White-bellied Nothura,bow00109,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
110,Taoniscus nanus,Taoniscus_nanus,Paleognathae,Paleognaths,Paleognaths,Dwarf Tinamou,bow00110,VU,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
111,Eudromia elegans,Eudromia_elegans,Paleognathae,Paleognaths,Paleognaths,Elegant Crested-tinamou,bow00111,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
112,Eudromia formosa,Eudromia_formosa,Paleognathae,Paleognaths,Paleognaths,Quebracho Crested-tinamou,bow00112,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
113,Tinamotis pentlandii,Tinamotis_pentlandii,Paleognathae,Paleognaths,Paleognaths,Puna Tinamou,bow00113,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
114,Tinamotis ingoufi,Tinamotis_ingoufi,Paleognathae,Paleognaths,Paleognaths,Patagonian Tinamou,bow00114,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
137,Ortalis vetula,Ortalis_vetula,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Plain Chachalaca,bow00137,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
138,Ortalis cinereiceps,Ortalis_cinereiceps,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Grey-headed Chachalaca,bow00138,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
139,Ortalis garrula,Ortalis_garrula,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Chestnut-winged Chachalaca,bow00139,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
140,Ortalis ruficauda,Ortalis_ruficauda,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Rufous-vented Chachalaca,bow00140,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
142,Ortalis erythroptera,Ortalis_erythroptera,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Rufous-headed Chachalaca,bow00142,VU,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
143,Ortalis wagleri,Ortalis_wagleri,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Rufous-bellied Chachalaca,bow00143,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
144,Ortalis poliocephala,Ortalis_poliocephala,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",West Mexican Chachalaca,bow00144,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
145,Ortalis canicollis,Ortalis_canicollis,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Chaco Chachalaca,bow00145,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
146,Ortalis leucogastra,Ortalis_leucogastra,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",White-bellied Chachalaca,bow00146,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
147,Ortalis guttata,Ortalis_guttata,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Speckled Chachalaca,bow00147,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
148,Ortalis motmot,Ortalis_motmot,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Little Chachalaca,bow00148,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
149,Ortalis superciliaris,Ortalis_superciliaris,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Buff-browed Chachalaca,bow00149,NT,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
150,Penelope argyrotis,Penelope_argyrotis,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Band-tailed Guan,bow00150,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
151,Penelope barbata,Penelope_barbata,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Bearded Guan,bow00151,VU,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
152,Penelope ortoni,Penelope_ortoni,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Baudo Guan,bow00152,EN,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
153,Penelope montagnii,Penelope_montagnii,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Andean Guan,bow00153,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
154,Penelope marail,Penelope_marail,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Marail Guan,bow00154,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
155,Penelope superciliaris,Penelope_superciliaris,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Rusty-margined Guan,bow00155,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
156,Penelope dabbenei,Penelope_dabbenei,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Red-faced Guan,bow00156,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
157,Penelope purpurascens,Penelope_purpurascens,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Crested Guan,bow00157,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
158,Penelope perspicax,Penelope_perspicax,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Cauca Guan,bow00158,EN,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
159,Penelope albipennis,Penelope_albipennis,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",White-winged Guan,bow00159,CR,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
160,Penelope jacquacu,Penelope_jacquacu,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Spix's Guan,bow00160,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
161,Penelope obscura,Penelope_obscura,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Dusky-legged Guan,bow00161,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
162,Penelope pileata,Penelope_pileata,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",White-crested Guan,bow00162,NT,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
163,Penelope ochrogaster,Penelope_ochrogaster,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Chestnut-bellied Guan,bow00163,VU,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
164,Penelope jacucaca,Penelope_jacucaca,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",White-browed Guan,bow00164,VU,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
165,Pipile pipile,Pipile_pipile,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Trinidad Piping-guan,bow00165,CR,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
166,Pipile cumanensis,Pipile_cumanensis,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Blue-throated Piping-guan,bow00166,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
167,Pipile cujubi,Pipile_cujubi,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Red-throated Piping-guan,bow00167,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
168,Pipile jacutinga,Pipile_jacutinga,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Black-fronted Piping-guan,bow00168,EN,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
169,Aburria aburri,Aburria_aburri,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Wattled Guan,bow00169,NT,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
170,Chamaepetes unicolor,Chamaepetes_unicolor,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Black Guan,bow00170,NT,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
171,Chamaepetes goudotii,Chamaepetes_goudotii,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Sickle-winged Guan,bow00171,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
172,Penelopina nigra,Penelopina_nigra,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Highland Guan,bow00172,VU,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
173,Oreophasis derbianus,Oreophasis_derbianus,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Horned Guan,bow00173,EN,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
174,Nothocrax urumutum,Nothocrax_urumutum,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Nocturnal Curassow,bow00174,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
175,Mitu tomentosum,Mitu_tomentosum,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Crestless Curassow,bow00175,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
176,Mitu salvini,Mitu_salvini,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Salvin's Curassow,bow00176,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
177,Mitu tuberosum,Mitu_tuberosum,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Razor-billed Curassow,bow00177,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
178,Mitu mitu,Mitu_mitu,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Alagoas Curassow,bow00178,EW,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
179,Pauxi pauxi,Pauxi_pauxi,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Helmeted Curassow,bow00179,EN,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
180,Pauxi unicornis,Pauxi_unicornis,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Horned Curassow,bow00180,EN,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
181,Crax rubra,Crax_rubra,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Great Curassow,bow00181,VU,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
182,Crax alberti,Crax_alberti,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Blue-billed Curassow,bow00182,CR,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
183,Crax daubentoni,Crax_daubentoni,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Yellow-knobbed Curassow,bow00183,NT,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
184,Crax alector,Crax_alector,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Black Curassow,bow00184,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
185,Crax globulosa,Crax_globulosa,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Wattled Curassow,bow00185,EN,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
186,Crax fasciolata,Crax_fasciolata,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Bare-faced Curassow,bow00186,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
190,Crax blumenbachii,Crax_blumenbachii,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Red-billed Curassow,bow00190,EN,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
195,Alectura lathami,Alectura_lathami,Megapodiidae,Megapodes,Megapodes,Australian Brush-turkey,bow00195,LC,BL3,Megapodiidae,Megapodes,7,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
196,Aepypodius arfakianus,Aepypodius_arfakianus,Megapodiidae,Megapodes,Megapodes,Wattled Brush-turkey,bow00196,LC,BL3,Megapodiidae,Megapodes,7,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
197,Aepypodius bruijnii,Aepypodius_bruijnii,Megapodiidae,Megapodes,Megapodes,Bruijn's Brush-turkey,bow00197,EN,BL3,Megapodiidae,Megapodes,7,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
198,Talegalla cuvieri,Talegalla_cuvieri,Megapodiidae,Megapodes,Megapodes,Red-billed Brush-turkey,bow00198,LC,BL3,Megapodiidae,Megapodes,7,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
199,Talegalla fuscirostris,Talegalla_fuscirostris,Megapodiidae,Megapodes,Megapodes,Black-billed Brush-turkey,bow00199,LC,BL3,Megapodiidae,Megapodes,7,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
